account_id,district_id,frequency,Creation_Date
913,59,Monthly,10/05/1996
914,73,Monthly,14/11/1993
915,72,Monthly,18/01/1995
916,1,Monthly,13/08/1996
917,56,Monthly,13/10/1995
918,60,Monthly,23/08/1996
919,62,Monthly,03/03/1997
920,58,Monthly,05/09/1996
921,10,Monthly,08/10/1996
922,61,Monthly,27/04/1995
923,13,Monthly,07/02/1996
924,11,Monthly,09/12/1995
925,59,Monthly,23/02/1993
926,36,Monthly,01/11/1996
927,69,Monthly,12/04/1997
928,20,Monthly,26/04/1993
929,54,Monthly,03/07/1993
930,41,Monthly,03/08/1993
931,59,Monthly,15/10/1993
932,20,Monthly,08/07/1996
933,21,Monthly,18/11/1995
934,9,Monthly,27/11/1997
935,23,Monthly,25/12/1996
936,7,Monthly,02/03/1996
937,43,Monthly,26/08/1995
938,70,Monthly,13/12/1997
939,55,Monthly,04/10/1994
940,37,Monthly,15/11/1994
941,8,Monthly,08/06/1994
942,9,Monthly,16/08/1993
943,1,Monthly,03/02/1993
944,70,Monthly,08/03/1993
945,18,Monthly,16/08/1996
946,21,Monthly,01/01/1996
947,59,Monthly,17/05/1993
949,58,Monthly,13/02/1996
950,49,Monthly,26/08/1993
951,3,Monthly,28/04/1996
952,41,Monthly,09/11/1997
953,14,Monthly,22/07/1995
954,74,Monthly,08/01/1996
955,59,Monthly,08/07/1996
956,74,Monthly,05/12/1993
957,70,Monthly,22/12/1995
958,72,Monthly,06/06/1996
959,1,Monthly,23/02/1996
960,4,"After Transaction",02/11/1994
961,1,Monthly,18/10/1997
962,64,Monthly,24/06/1996
963,7,Monthly,09/08/1996
964,26,Monthly,08/07/1994
965,20,Monthly,25/08/1993
966,15,Monthly,14/10/1997
967,15,Monthly,17/08/1996
968,74,Monthly,11/11/1995
969,19,Monthly,08/01/1994
970,18,Monthly,20/07/1997
971,12,Monthly,18/07/1996
972,46,Monthly,29/09/1996
973,54,Monthly,05/11/1994
974,29,Monthly,25/02/1994
975,1,Monthly,19/10/1996
976,77,Monthly,27/01/1996
977,1,Monthly,26/04/1993
978,73,Monthly,18/08/1993
979,21,Monthly,16/02/1993
980,1,Monthly,11/12/1996
981,66,Monthly,25/03/1995
982,54,Monthly,05/02/1993
984,2,Monthly,10/07/1996
985,32,Monthly,29/05/1994
986,74,Monthly,02/05/1996
987,15,Monthly,27/08/1996
988,10,Monthly,22/10/1994
989,19,Monthly,14/03/1994
990,17,Monthly,11/10/1995
991,39,Monthly,18/05/1993
992,22,Monthly,01/10/1995
993,6,Monthly,14/11/1996
994,72,Monthly,15/09/1995
995,64,Monthly,23/08/1995
996,47,Monthly,18/08/1997
997,54,Monthly,08/05/1997
998,47,Monthly,11/11/1993
1000,77,Monthly,25/01/1993
1002,50,Monthly,17/09/1996
1003,28,Monthly,10/10/1996
1004,70,Monthly,02/07/1996
1005,54,Weekly,23/02/1993
1006,6,Monthly,08/02/1993
1007,1,Monthly,28/06/1996
1008,13,Monthly,05/10/1996
1009,1,Weekly,01/08/1995
1010,61,Monthly,01/05/1995
1011,45,Monthly,17/12/1994
1012,65,Monthly,09/07/1994
1013,59,Monthly,13/05/1996
1014,74,Monthly,20/03/1996
1015,1,Monthly,14/06/1997
1016,40,Monthly,29/09/1993
1017,14,Monthly,11/08/1994
1018,7,Monthly,03/06/1993
1019,52,Monthly,21/01/1993
1020,56,Monthly,09/04/1996
1021,42,Monthly,17/11/1996
1022,33,Weekly,01/08/1994
1023,21,Monthly,13/08/1993
1024,19,Monthly,02/05/1997
1026,20,Monthly,03/09/1997
1027,68,Monthly,18/07/1997
1028,23,Monthly,19/03/1996
1029,26,Monthly,25/06/1996
1030,57,Monthly,12/11/1995
1031,74,Monthly,20/06/1995
1032,11,Monthly,26/04/1993
1033,32,Monthly,05/08/1997
1034,73,Monthly,04/04/1997
1035,73,Monthly,18/04/1997
1036,11,Monthly,18/01/1996
1037,1,Monthly,18/02/1997
1038,64,Monthly,20/04/1995
1039,70,Weekly,10/05/1993
1040,19,Monthly,18/05/1996
1042,43,Monthly,03/04/1994
1043,1,Monthly,13/08/1997
1044,14,Monthly,09/11/1995
1045,3,Monthly,09/05/1996
1046,1,Monthly,14/04/1995
1047,46,Monthly,13/06/1994
1048,35,Monthly,05/05/1993
1049,18,Monthly,04/12/1997
1050,57,"After Transaction",24/02/1993
1051,35,Monthly,21/10/1993
1052,61,Monthly,27/09/1993
1053,57,Monthly,25/05/1994
1054,10,Monthly,19/02/1993
1055,29,Monthly,12/12/1996
1056,1,Weekly,28/12/1996
1057,13,Monthly,23/08/1993
1058,47,Monthly,11/06/1996
1059,8,Monthly,30/05/1995
1060,6,Monthly,20/10/1996
1061,44,Monthly,17/10/1997
1062,6,Monthly,11/07/1993
1063,68,Monthly,19/09/1996
1064,70,Monthly,29/09/1997
1065,72,Monthly,27/03/1993
1066,16,Weekly,15/09/1996
1067,34,Monthly,10/09/1996
1068,52,Monthly,15/02/1997
1069,70,Monthly,24/07/1993
1070,62,Monthly,23/04/1996
1071,68,Weekly,10/05/1993
1072,65,Monthly,09/12/1997
1073,73,Monthly,27/02/1994
1074,59,Monthly,16/05/1996
1075,35,Monthly,13/07/1995
1076,1,Monthly,30/10/1994
1077,14,Monthly,03/03/1993
1078,1,Monthly,12/07/1996
1079,74,Monthly,14/09/1993
1080,55,Monthly,27/12/1993
1081,64,Monthly,21/12/1996
1082,2,Monthly,08/06/1996
1083,45,Monthly,06/12/1996
1085,42,Monthly,11/09/1997
1086,37,Monthly,17/06/1996
1087,55,Monthly,26/06/1996
1088,32,Monthly,19/12/1993
1089,74,Monthly,10/10/1995
1090,69,Monthly,19/10/1996
1091,16,Monthly,09/09/1993
1092,41,Monthly,06/06/1995
1093,54,Monthly,14/01/1996
1094,35,Monthly,10/07/1996
1095,54,Monthly,18/06/1997
1096,34,Monthly,03/03/1997
1097,67,Monthly,22/06/1996
1098,47,Monthly,28/12/1993
1100,35,Monthly,23/09/1996
1101,4,Monthly,22/09/1997
1102,70,Monthly,19/02/1996
1103,66,Monthly,09/07/1995
1104,39,Monthly,07/12/1995
1105,55,Monthly,01/09/1994
1106,20,Weekly,29/08/1993
1107,42,Monthly,08/09/1993
1108,26,Monthly,09/03/1995
1109,66,Monthly,27/10/1994
1110,54,Monthly,10/07/1997
1111,5,Monthly,16/02/1996
1112,48,Monthly,03/02/1995
1113,8,Monthly,23/09/1996
1114,6,Weekly,13/11/1993
1115,34,Monthly,27/03/1993
1116,1,Monthly,20/07/1993
1117,68,Monthly,29/08/1996
1118,48,Monthly,04/07/1993
1120,1,Monthly,05/10/1993
1121,32,Monthly,17/04/1996
1122,13,Monthly,12/08/1995
1123,13,Monthly,01/11/1993
1124,26,Monthly,02/06/1996
1125,1,Weekly,21/11/1997
1126,56,Monthly,08/03/1993
1127,27,Monthly,27/01/1993
1128,74,Monthly,21/11/1993
1129,35,Monthly,03/03/1995
1130,1,Monthly,11/05/1997
1132,1,Weekly,03/02/1993
1133,1,Monthly,01/11/1993
1134,6,Monthly,09/02/1993
1135,1,Monthly,17/07/1995
1136,12,Monthly,07/08/1993
1137,60,Monthly,19/12/1995
1138,41,Monthly,07/04/1997
1139,34,"After Transaction",20/01/1996
1140,49,Monthly,07/11/1997
1141,28,Monthly,16/02/1997
1142,74,Monthly,19/10/1995
1144,59,Monthly,28/01/1993
1145,31,Monthly,03/07/1993
1146,67,Monthly,12/09/1993
1147,44,Monthly,10/04/1993
1149,18,Monthly,07/09/1995
1150,29,Monthly,08/10/1997
1151,40,Monthly,23/06/1995
1152,45,Monthly,15/04/1993
1153,35,Monthly,29/12/1993
1154,5,Weekly,29/08/1997
1155,43,Monthly,04/10/1996
1156,59,Monthly,09/12/1997
1157,7,Monthly,27/03/1993
1158,50,Monthly,03/04/1994
1159,49,Monthly,09/02/1994
1160,39,Weekly,29/07/1996
1161,66,Monthly,08/05/1993
1164,35,Monthly,14/01/1994
1165,44,Monthly,23/03/1997
1166,11,Monthly,21/04/1993
1168,29,Monthly,03/11/1994
1169,49,"After Transaction",02/03/1994
1170,25,Monthly,26/03/1996
1171,18,Monthly,20/12/1997
1172,6,Monthly,25/10/1997
1173,11,Monthly,22/09/1996
1174,70,Monthly,21/03/1995
1176,19,Monthly,24/10/1996
1177,27,Monthly,20/12/1997
1178,41,Monthly,04/05/1997
1179,74,Monthly,23/01/1993
1180,20,Monthly,19/05/1993
1181,69,Monthly,20/08/1997
1182,8,Monthly,11/02/1997
1183,12,Monthly,08/05/1995
1184,14,Monthly,06/05/1994
1185,12,Monthly,07/06/1997
1186,64,Monthly,17/12/1997
1187,55,Monthly,28/07/1996
1188,16,Monthly,22/07/1996
1189,59,Monthly,19/03/1993
1190,52,Monthly,09/09/1996
1192,29,Monthly,02/05/1996
1193,29,Monthly,05/01/1994
1194,1,Monthly,15/04/1994
1195,42,Monthly,27/12/1996
1196,29,Monthly,16/01/1996
1197,68,Monthly,07/09/1993
1198,70,Monthly,20/04/1997
1199,50,Monthly,18/03/1997
1200,33,Monthly,07/05/1993
1201,61,Monthly,23/07/1993
1203,72,Monthly,09/08/1995
1204,29,Monthly,03/12/1993
1205,73,Monthly,08/10/1994
1206,70,Monthly,21/10/1995
1207,67,Monthly,08/06/1993
1208,4,Monthly,09/11/1997
1209,23,Monthly,23/10/1997
1210,28,Monthly,21/05/1996
1211,49,Monthly,09/08/1996
1212,70,Monthly,18/12/1995
1213,36,Monthly,08/05/1996
1214,39,Monthly,19/01/1997
1215,65,Monthly,04/03/1997
1216,77,Monthly,01/03/1996
1217,69,Monthly,25/10/1993
1218,1,Monthly,12/12/1996
1219,1,Monthly,08/06/1996
1220,1,Monthly,15/07/1995
1221,45,Monthly,02/01/1997
1222,66,Monthly,20/01/1993
1223,70,Monthly,10/08/1996
1225,4,Monthly,14/12/1993
1226,1,Monthly,23/10/1996
1227,69,Monthly,13/01/1996
1228,62,Monthly,09/04/1995
1229,46,Monthly,10/12/1997
1230,1,Monthly,03/05/1997
1231,7,Monthly,18/01/1994
1232,48,Monthly,06/07/1996
1233,31,Monthly,08/02/1996
1234,6,Monthly,13/09/1993
1235,76,Monthly,23/11/1993
1236,19,Monthly,05/05/1993
1237,9,Monthly,13/03/1994
1238,1,Monthly,29/10/1995
1239,1,Monthly,10/04/1993
1240,1,Monthly,11/09/1997
1241,53,Monthly,02/07/1996
1242,74,"After Transaction",24/11/1996
1243,1,Monthly,07/01/1996
1244,68,Monthly,08/05/1996
1245,68,Monthly,12/11/1997
1246,58,Monthly,18/08/1994
1247,25,Monthly,08/06/1993
1248,22,Monthly,29/04/1995
1249,67,Monthly,30/03/1995
1250,62,Monthly,28/03/1996
1251,34,Weekly,18/07/1995
1252,13,Weekly,26/07/1995
1253,5,Monthly,13/04/1997
1254,74,Monthly,28/03/1995
1255,68,Monthly,02/07/1997
1256,38,Monthly,21/04/1994
1257,66,Monthly,11/10/1995
1258,3,Monthly,01/09/1996
1259,72,Monthly,12/04/1997
1260,5,Monthly,17/11/1996
1261,52,Monthly,18/03/1995
1262,29,Monthly,19/01/1997
1263,30,Weekly,09/01/1996
1264,1,Monthly,16/02/1997
1265,49,Monthly,25/02/1996
1266,57,Monthly,01/07/1996
1267,43,Monthly,05/08/1996
1268,74,Monthly,25/07/1993
1269,52,Monthly,28/03/1994
1270,55,"After Transaction",07/06/1996
1271,17,Monthly,18/06/1996
1272,40,Weekly,25/05/1993
1273,37,Monthly,25/03/1994
1274,54,Weekly,19/08/1996
1275,32,Monthly,26/06/1996
1276,36,Monthly,07/01/1993
1277,31,Monthly,20/06/1993
1279,28,Monthly,13/10/1997
1280,70,Monthly,03/05/1995
1281,8,Monthly,14/04/1997
1284,55,Monthly,02/07/1997
1285,65,Monthly,04/06/1993
1286,66,"After Transaction",23/11/1993
1287,35,Monthly,04/03/1995
1288,11,Monthly,27/11/1993
1289,72,Monthly,07/07/1996
1291,1,Monthly,04/07/1994
1292,3,Monthly,03/09/1994
1293,40,Monthly,03/09/1996
1294,71,Monthly,27/11/1994
1295,15,Monthly,28/10/1994
1296,50,Monthly,02/12/1996
1297,70,Monthly,27/07/1993
1298,7,Monthly,20/01/1996
1299,1,Monthly,21/06/1993
1301,18,Monthly,15/09/1994
1302,55,Monthly,21/11/1993
1303,23,Monthly,08/09/1997
1304,40,Monthly,27/04/1996
1305,57,Monthly,25/08/1993
1306,1,Monthly,22/03/1995
1307,56,Monthly,05/12/1994
1308,54,Monthly,25/09/1996
1309,1,Monthly,15/04/1995
1310,1,Monthly,22/02/1996
1311,60,Monthly,03/01/1996
1312,23,Monthly,15/10/1994
1313,45,Monthly,01/10/1997
1314,48,Monthly,03/12/1993
1315,13,Monthly,17/04/1995
1316,42,Monthly,13/12/1996
1317,56,Monthly,18/02/1994
1318,56,Monthly,22/12/1997
1319,56,"After Transaction",08/08/1997
1320,58,Monthly,18/11/1996
1321,60,Monthly,27/03/1997
1322,17,Monthly,05/07/1993
1323,43,Monthly,20/05/1996
1324,42,Monthly,05/11/1996
1325,26,Monthly,08/08/1996
1326,52,Monthly,11/11/1996
1327,65,Monthly,24/08/1994
1328,8,Monthly,04/05/1996
1329,53,Monthly,16/09/1996
1330,68,Monthly,22/10/1996
1331,59,Monthly,03/01/1995
1332,59,Monthly,25/03/1993
1333,21,Monthly,29/09/1994
1334,74,Monthly,14/05/1993
1335,54,Monthly,21/09/1995
1336,5,Monthly,26/02/1997
1337,23,Monthly,01/09/1993
1338,74,Monthly,11/01/1993
1339,76,Monthly,06/07/1997
1340,52,Monthly,28/10/1997
1341,36,Monthly,21/11/1995
1342,9,Monthly,09/10/1997
1344,12,"After Transaction",16/07/1995
1345,28,Monthly,19/10/1993
1346,74,Monthly,01/07/1997
1347,8,Monthly,24/11/1996
1348,55,Monthly,12/11/1997
1349,75,Monthly,05/03/1996
1350,21,Weekly,25/08/1996
1351,40,Monthly,29/03/1996
1352,1,Monthly,23/09/1994
1353,51,Monthly,21/04/1994
1354,31,Monthly,21/06/1997
1355,1,Monthly,16/08/1997
1356,39,Monthly,01/02/1997
1357,56,Monthly,20/11/1995
1358,39,Monthly,21/04/1996
1359,8,Monthly,02/12/1993
1360,71,Monthly,14/08/1994
1361,46,Monthly,09/12/1996
1362,1,Monthly,19/12/1996
1363,11,Monthly,23/03/1997
1365,42,Monthly,15/03/1996
1366,60,Monthly,24/02/1993
1367,74,Monthly,20/08/1996
1368,22,Monthly,12/12/1996
1369,32,Monthly,23/03/1996
1370,52,Monthly,25/09/1996
1371,1,Monthly,27/04/1994
1372,1,Monthly,16/03/1993
1373,47,Monthly,12/06/1993
1374,53,Monthly,26/09/1996
1375,19,Monthly,27/04/1994
1376,64,Monthly,20/09/1995
1377,1,Monthly,25/09/1996
1378,59,Monthly,04/03/1993
1379,47,Monthly,01/10/1997
1380,53,Monthly,19/02/1996
1381,57,Monthly,01/11/1993
1382,48,Monthly,03/08/1993
1383,11,Monthly,15/04/1996
1384,74,Weekly,28/03/1996
1385,53,Monthly,08/05/1997
1387,67,Monthly,01/01/1997
1388,29,Monthly,02/05/1994
1389,34,Monthly,05/08/1997
1390,69,Monthly,30/12/1996
1391,15,Monthly,21/12/1996
1392,60,Monthly,28/04/1993
1393,1,Monthly,24/11/1996
1394,32,Monthly,27/12/1994
1395,1,Monthly,21/11/1995
1396,46,Monthly,26/06/1996
1397,17,Monthly,22/03/1993
1398,62,Monthly,18/08/1994
1399,45,Monthly,20/05/1996
1401,1,Monthly,12/08/1993
1402,74,Monthly,26/03/1993
1403,17,Monthly,02/11/1995
1404,7,Weekly,22/09/1993
1405,53,Monthly,04/06/1996
1406,50,Monthly,04/03/1994
1407,19,"After Transaction",11/04/1997
1408,10,Monthly,07/09/1996
1410,74,Monthly,11/09/1993
1411,54,Monthly,09/07/1993
1412,64,Monthly,18/05/1993
1413,65,Monthly,07/06/1995
1414,58,Monthly,17/01/1995
1416,66,Weekly,12/07/1993
1417,75,Monthly,20/12/1994
1418,35,Monthly,09/02/1997
1419,33,Monthly,22/12/1993
1420,68,Monthly,08/06/1995
1421,71,Monthly,05/10/1994
1422,68,Monthly,09/04/1993
1423,76,Monthly,08/09/1995
1424,32,Monthly,20/05/1997
1425,76,Monthly,06/07/1993
1426,40,Monthly,27/10/1995
1427,17,Monthly,08/10/1995
1429,57,Monthly,30/07/1993
1430,26,Monthly,13/02/1997
1431,41,Monthly,11/06/1996
1432,27,Monthly,19/07/1997
1434,70,Monthly,08/08/1997
1435,1,Monthly,01/12/1996
1436,3,Monthly,07/12/1994
1437,50,Monthly,13/01/1995
1438,23,Weekly,18/09/1997
1439,11,Monthly,27/01/1996
1440,55,Monthly,22/09/1993
1441,50,Monthly,25/10/1994
1442,23,Monthly,23/05/1993
1443,54,Monthly,27/09/1997
1444,70,Monthly,16/06/1996
1445,60,Monthly,16/03/1996
1446,57,Monthly,18/01/1995
1447,65,Monthly,20/02/1997
1448,1,Monthly,07/10/1995
1449,35,Monthly,26/08/1993
1450,63,Monthly,07/04/1996
1451,64,Monthly,24/06/1993
1452,45,Monthly,16/09/1995
1453,61,Weekly,25/09/1993
1454,46,Monthly,25/07/1997
1455,66,Monthly,03/01/1996
1456,9,Monthly,12/04/1996
1458,29,Monthly,03/01/1994
1459,12,Monthly,26/03/1997
1460,54,Monthly,29/11/1996
1461,73,Monthly,07/04/1996
1463,32,Monthly,25/09/1996
1464,73,Monthly,21/10/1996
1465,30,Monthly,08/06/1995
1466,69,Weekly,26/03/1997
1467,37,Monthly,27/04/1994
1468,54,Monthly,11/10/1993
1469,67,Monthly,15/12/1995
1470,19,Monthly,10/02/1994
1471,1,Monthly,21/07/1996
1472,2,Monthly,20/07/1995
1473,39,Monthly,16/04/1996
1474,63,Monthly,14/09/1996
1475,1,Weekly,14/06/1993
1476,61,Monthly,26/04/1993
1477,1,Monthly,08/02/1993
1478,5,Monthly,30/10/1996
1479,54,Monthly,04/04/1995
1480,41,Weekly,03/07/1996
1481,15,Monthly,17/01/1993
1482,38,Monthly,08/12/1996
1483,10,Monthly,09/01/1996
1484,70,Monthly,23/09/1996
1485,36,Monthly,03/10/1993
1486,63,Monthly,15/01/1996
1487,66,Monthly,10/09/1993
1488,25,Monthly,29/04/1997
1490,5,Monthly,25/07/1996
1491,47,Monthly,11/06/1997
1492,24,Monthly,17/10/1996
1493,41,Monthly,09/01/1993
1494,1,Monthly,08/10/1997
1495,36,Monthly,01/11/1993
1496,57,Monthly,05/02/1995
1497,1,Monthly,16/07/1993
1498,62,Weekly,07/02/1997
1499,47,Monthly,28/11/1993
1500,43,Monthly,01/10/1996
1501,50,Monthly,11/08/1996
1502,1,Monthly,02/10/1996
1503,71,Monthly,10/04/1996
1504,1,Monthly,26/08/1996
1505,69,Monthly,23/04/1993
1506,51,Monthly,13/10/1997
1507,35,Monthly,03/08/1993
1508,69,Monthly,22/01/1996
1509,51,Monthly,19/05/1994
1510,33,Monthly,11/03/1996
1511,51,"After Transaction",13/03/1994
1512,1,Monthly,08/01/1994
1513,30,Monthly,23/08/1993
1514,7,Monthly,01/07/1997
1515,11,Monthly,11/06/1993
1516,67,Monthly,08/10/1993
1517,5,Monthly,24/08/1996
1518,67,Monthly,21/04/1993
1519,9,Monthly,14/06/1995
1520,48,Monthly,08/08/1995
1521,74,Monthly,04/04/1996
1522,48,Monthly,02/08/1997
1523,52,"After Transaction",24/11/1997
1524,6,Monthly,20/02/1997
1525,57,Monthly,05/09/1996
1526,52,Monthly,22/01/1995
1527,31,"After Transaction",17/11/1993
1528,50,Monthly,08/06/1996
1529,1,Monthly,28/04/1996
1530,70,Monthly,27/05/1995
1532,54,Monthly,19/09/1996
1534,1,Monthly,24/05/1993
1535,46,Monthly,20/03/1993
1536,41,Weekly,22/01/1993
1537,54,Monthly,06/06/1997
1538,22,Monthly,20/09/1996
1539,1,"After Transaction",03/01/1993
1540,1,Monthly,29/03/1995
1541,60,Monthly,18/10/1996
1542,1,Monthly,25/04/1996
1543,1,Monthly,14/04/1996
1544,69,Monthly,14/07/1993
1545,1,Monthly,08/03/1993
1546,15,Monthly,20/11/1996
1547,72,Monthly,14/09/1993
1548,47,Monthly,27/01/1995
1549,21,Monthly,21/11/1996
1550,1,Monthly,15/04/1996
1551,72,Monthly,18/06/1997
1552,18,Monthly,02/01/1994
1553,59,Monthly,21/12/1996
1554,47,Monthly,15/11/1994
1555,34,Monthly,10/11/1996
1556,54,Monthly,15/09/1996
1557,66,Monthly,13/12/1996
1558,32,Monthly,06/10/1996
1559,14,Monthly,08/10/1994
1560,62,Monthly,14/04/1997
1561,66,Monthly,01/04/1995
1562,1,Monthly,30/08/1995
1563,47,Monthly,14/08/1996
1564,48,Monthly,05/03/1996
1565,36,Monthly,20/10/1993
1566,73,Monthly,07/07/1993
1567,10,Monthly,19/08/1997
1568,23,Monthly,15/07/1995
1570,1,Monthly,12/03/1994
1571,66,Monthly,29/07/1996
1572,72,Monthly,21/10/1997
1573,63,Monthly,29/12/1997
1574,75,Monthly,28/05/1997
1575,1,Monthly,27/02/1993
1576,35,Weekly,06/08/1996
1577,67,Monthly,16/10/1996
1578,48,Monthly,01/12/1994
1579,57,Monthly,09/08/1994
1580,69,Monthly,08/01/1996
1581,39,Monthly,12/10/1995
1582,28,Monthly,01/05/1996
1583,69,"After Transaction",17/11/1994
1584,30,Monthly,27/05/1993
1585,42,Monthly,23/02/1996
1586,1,Monthly,03/10/1996
1587,1,Monthly,11/12/1996
1588,67,Monthly,11/12/1993
1589,37,Monthly,07/08/1993
1590,77,Monthly,07/04/1995
1591,65,Monthly,10/01/1996
1592,38,Monthly,18/08/1994
1593,16,Monthly,22/08/1996
1594,15,Monthly,06/04/1997
1596,70,Monthly,05/10/1997
1597,68,Monthly,04/07/1995
1598,15,Monthly,12/04/1997
1599,57,Monthly,10/11/1995
1600,1,Monthly,13/09/1996
1601,10,Monthly,09/02/1993
1602,33,Monthly,19/09/1993
1603,1,Monthly,09/05/1993
1604,54,Monthly,16/12/1993
1605,72,Monthly,16/12/1993
1606,23,Monthly,07/03/1996
1607,71,Monthly,20/04/1996
1608,26,Monthly,08/10/1997
1609,41,Monthly,05/07/1996
1610,52,Monthly,17/05/1993
1611,69,Monthly,11/02/1996
1612,66,Monthly,12/02/1996
1613,1,Monthly,13/09/1995
1614,63,Monthly,07/05/1996
1615,1,Monthly,20/10/1997
1616,22,Monthly,07/02/1997
1617,45,Monthly,01/06/1993
1618,6,Monthly,18/12/1996
1619,38,Monthly,24/02/1997
1620,17,Monthly,08/06/1995
1621,75,Monthly,01/12/1993
1622,19,Monthly,12/04/1996
1623,1,Monthly,04/02/1996
1624,53,Monthly,22/04/1996
1625,1,Monthly,17/01/1995
1626,3,Monthly,15/03/1994
1627,1,Monthly,20/01/1994
1628,60,Monthly,10/01/1993
1629,10,Monthly,02/11/1995
1630,72,Monthly,28/07/1993
1631,10,Monthly,27/09/1996
1632,18,Weekly,13/01/1996
1633,51,Monthly,22/02/1995
1634,77,Monthly,04/06/1994
1635,19,Monthly,29/12/1993
1636,53,Monthly,08/04/1997
1637,1,Monthly,08/01/1993
1638,6,Weekly,12/11/1996
1640,13,Monthly,01/09/1995
1641,50,Monthly,22/04/1996
1642,64,Monthly,27/05/1995
1644,1,Monthly,09/05/1993
1645,50,Monthly,16/10/1996
1646,1,Weekly,27/05/1996
1647,1,Monthly,09/07/1997
1648,40,Monthly,08/08/1997
1649,46,Monthly,26/01/1993
1650,39,Monthly,06/12/1997
1651,34,Monthly,23/01/1997
1652,74,Monthly,20/05/1993
1653,1,Monthly,19/09/1994
1654,30,Monthly,05/08/1996
1655,41,Monthly,15/04/1996
1656,47,Monthly,01/02/1997
1657,12,Monthly,04/11/1997
1658,73,Monthly,10/05/1993
1659,46,Monthly,25/12/1996
1660,1,Monthly,22/09/1995
1662,1,Monthly,11/08/1997
1663,55,Monthly,02/11/1996
1664,56,Monthly,15/11/1993
1665,73,Monthly,15/04/1997
1666,67,Monthly,30/10/1993
1667,56,Monthly,18/08/1996
1668,62,Monthly,07/03/1997
1669,39,Monthly,19/09/1996
1670,12,Monthly,02/01/1996
1671,6,Monthly,05/05/1993
1672,5,Monthly,08/05/1996
1673,53,Monthly,08/12/1993
1674,1,Monthly,15/09/1995
1675,36,Monthly,01/02/1993
1677,69,Monthly,08/01/1997
1678,1,Monthly,22/02/1993
1679,68,Monthly,05/09/1996
1680,59,Monthly,10/12/1993
1681,68,Monthly,11/07/1997
1682,49,Monthly,22/12/1995
1683,77,Monthly,01/11/1996
1684,32,Weekly,10/07/1993
1685,28,Monthly,13/12/1995
1686,11,Monthly,18/11/1993
1687,23,Monthly,18/04/1997
1688,70,Monthly,27/02/1993
1689,55,Monthly,07/09/1993
1690,16,Monthly,07/10/1995
1691,48,Monthly,08/11/1995
1692,56,Monthly,29/03/1995
1693,1,"After Transaction",29/04/1997
1694,6,Weekly,29/08/1993
1695,76,Monthly,03/01/1993
1696,43,Monthly,09/06/1995
1697,63,Monthly,17/05/1997
1698,68,Monthly,14/03/1996
1699,53,Monthly,14/01/1993
1700,64,Monthly,18/11/1995
1701,1,Monthly,10/08/1993
1702,56,Monthly,27/02/1995
1703,72,Monthly,02/11/1997
1704,70,Monthly,22/09/1995
1705,70,Monthly,15/09/1993
1706,1,Monthly,05/01/1995
1707,75,Monthly,13/01/1997
1708,22,Monthly,21/11/1994
1709,24,Monthly,23/04/1996
1710,74,Monthly,25/05/1997
1711,63,Monthly,05/01/1996
1712,44,Monthly,25/11/1996
1713,43,Monthly,03/03/1993
1714,72,Monthly,08/09/1994
1715,60,Monthly,26/05/1996
1716,46,Monthly,02/05/1996
1717,67,Monthly,02/12/1997
1718,71,Monthly,23/09/1997
1719,1,Monthly,06/09/1993
1720,35,Monthly,16/05/1995
1721,68,Monthly,25/03/1993
1722,32,Monthly,11/03/1996
1723,70,Monthly,04/11/1997
1724,48,Monthly,07/06/1997
1725,72,"After Transaction",03/07/1995
1726,48,Monthly,03/01/1993
1727,9,Monthly,11/10/1997
1728,74,Monthly,23/06/1995
1729,53,Monthly,08/09/1997
1730,1,Monthly,09/01/1993
1731,33,Monthly,14/01/1993
1732,51,Monthly,20/02/1996
1733,18,Monthly,20/04/1996
1734,37,Monthly,10/04/1997
1735,42,Monthly,04/12/1996
1736,74,Monthly,26/02/1997
1737,77,Monthly,13/02/1996
1738,15,Monthly,06/08/1996
1739,3,Monthly,08/07/1996
1740,57,Monthly,13/03/1997
1741,21,Monthly,10/05/1995
1742,68,Monthly,08/10/1995
1743,51,Monthly,04/06/1993
1744,76,Monthly,07/02/1996
1745,53,Monthly,19/10/1996
1746,1,Monthly,11/03/1997
1747,30,Monthly,14/08/1997
1749,64,Monthly,14/10/1995
1750,1,Monthly,26/01/1993
1751,53,Monthly,04/10/1996
1752,68,Monthly,08/05/1996
1753,71,Monthly,14/06/1997
1754,52,Monthly,01/12/1996
1756,38,Monthly,26/10/1995
1757,75,Monthly,27/03/1995
1758,21,Monthly,08/07/1996
1759,39,Monthly,25/01/1996
1760,53,Monthly,11/11/1995
1761,24,Monthly,24/08/1993
1762,28,Monthly,11/12/1993
1763,73,Monthly,06/03/1996
1764,68,Monthly,04/09/1997
1765,18,Monthly,21/07/1996
1766,28,Monthly,03/09/1994
1767,21,Monthly,20/10/1993
1768,15,Monthly,20/12/1993
1769,39,Monthly,25/01/1995
1770,65,Monthly,08/02/1994
1771,69,Monthly,28/03/1993
1772,31,Weekly,20/02/1995
1773,33,Monthly,19/04/1993
1774,61,Monthly,10/09/1996
1775,17,Monthly,27/02/1993
1776,36,Monthly,27/07/1997
1777,60,Monthly,10/10/1996
1778,15,Monthly,25/02/1995
1779,33,Monthly,15/08/1993
1780,1,Monthly,02/04/1993
1781,10,Monthly,23/06/1996
1782,8,Monthly,12/05/1993
